# Audio data: 120064 samples
# Sample rate: 32000 Hz
# Sample width: 16 bits
# Format: sample_number, value
94061, 29799
94062, 32768
94063, 29827
94064, 32768
94065, 29849
94066, 32768
94067, 29873
94068, 32768
94069, 29896
94070, 32768
94071, 29916
94072, 32768
94073, 29927
94074, 32768
94075, 29935
94076, 32768
94077, 29953
94078, 32768
94079, 29959
94080, 32768
94081, 29956
94082, 32768
94083, 29958
94084, 32768
94085, 29956
94086, 32768
94087, 29950
94088, 32768
94089, 29950
94090, 32768
94091, 29953
94092, 32768
94093, 29958
94094, 32768
94095, 29974
94096, 32768
94097, 29993
94098, 32768
94099, 29997
94100, 32768
94101, 30015
94102, 32768
94103, 30043
94104, 32768
94105, 30067
94106, 32768
94107, 30101
94108, 32768
94109, 30147
94110, 32768
94111, 30193
94112, 32768
94113, 30239
94114, 32768
94115, 30291
94116, 32768
94117, 30334
94118, 32768
94119, 30368
94120, 32768
94121, 30412
94122, 32768
94123, 30447
94124, 32768
94125, 30471
94126, 32768
94127, 30496
94128, 32768
94129, 30507
94130, 32768
94131, 30509
94132, 32768
94133, 30521
94134, 32768
94135, 30529
94136, 32768
94137, 30537
94138, 32768
94139, 30548
94140, 32768
94141, 30558
94142, 32768
94143, 30570
94144, 32768
94145, 30581
94146, 32768
94147, 30602
94148, 32768
94149, 30625
94150, 32768
94151, 30653
94152, 32768
94153, 30694
94154, 32768
94155, 30738
94156, 32768
94157, 30781
94158, 32768
94159, 30833
94160, 32768
94161, 30881
94162, 32768
94163, 30932
94164, 32768
94165, 30987
94166, 32768
94167, 31040
94168, 32768
94169, 31091
94170, 32768
94171, 31137
94172, 32768
94173, 31163
94174, 32768
94175, 31187
94176, 32768
94177, 31206
94178, 32768
94179, 31209
94180, 32768
94181, 31205
94182, 32768
94183, 31202
94184, 32768
94185, 31191
94186, 32768
94187, 31171
94188, 32768
94189, 31164
94190, 32768
94191, 31158
94192, 32768
94193, 31140
94194, 32768
94195, 31126
94196, 32768
94197, 31113
94198, 32768
94199, 31106
94200, 32768
94201, 31112
94202, 32768
94203, 31105
94204, 32768
94205, 31092
94206, 32768
94207, 31091
94208, 32768
94209, 29825
94210, 32768
94211, 29951
94212, 32768
94213, 30079
94214, 32768
94215, 30202
94216, 32768
94217, 30319
94218, 32768
94219, 30421
94220, 32768
94221, 30508
94222, 32768
94223, 30581
94224, 32768
94225, 30640
94226, 32768
94227, 30685
94228, 32768
94229, 30712
94230, 32768
94231, 30723
94232, 32768
94233, 30738
94234, 32768
94235, 30746
94236, 32768
94237, 30744
94238, 32768
94239, 30738
94240, 32768
94241, 30733
94242, 32768
94243, 30733
94244, 32768
94245, 30728
94246, 32768
94247, 30729
94248, 32768
94249, 30740
94250, 32768
94251, 30756
94252, 32768
94253, 30780
94254, 32768
94255, 30813
94256, 32768
94257, 30834
94258, 32768
94259, 30861
94260, 32768
94261, 30892
94262, 32768
94263, 30920
94264, 32768
94265, 30954
94266, 32768
94267, 30975
94268, 32768
94269, 30996
94270, 32768
94271, 31019
94272, 32768
94273, 31029
94274, 32768
94275, 31035
94276, 32768
94277, 31041
94278, 32768
94279, 31043
94280, 32768
94281, 31043
94282, 32768
94283, 31043
94284, 32768
94285, 31036
94286, 32768
94287, 31020
94288, 32768
94289, 30991
94290, 32768
94291, 30963
94292, 32768
94293, 30930
94294, 32768
94295, 30895
94296, 32768
94297, 30855
94298, 32768
94299, 30818
94300, 32768
94301, 30787
94302, 32768
94303, 30755
94304, 32768
94305, 30714
94306, 32768
94307, 30679
94308, 32768
94309, 30643
94310, 32768
94311, 30605
94312, 32768
94313, 30573
94314, 32768
94315, 30538
94316, 32768
94317, 30501
94318, 32768
94319, 30467
94320, 32768
94321, 30428
94322, 32768
94323, 30388
94324, 32768
94325, 30350
94326, 32768
94327, 30308
94328, 32768
94329, 30270
94330, 32768
94331, 30232
94332, 32768
94333, 30192
94334, 32768
94335, 30152
94336, 32768
94337, 30119
94338, 32768
94339, 30081
94340, 32768
94341, 30043
94342, 32768
94343, 30006
94344, 32768
94345, 29972
94346, 32768
94347, 29933
94348, 32768
94349, 29885
94350, 32768
94351, 29843
94352, 32768
94353, 29804
94354, 32768
94355, 29758
94356, 32768
94357, 29720
94358, 32768
94359, 29683
94360, 32768
94361, 29640
94362, 32768
94363, 29600
94364, 32768
94365, 29559
94366, 32768
94367, 29511
94368, 32768
94369, 29479
94370, 32768
94371, 29453
94372, 32768
94373, 29427
94374, 32768
94375, 29406
94376, 32768
94377, 29391
94378, 32768
94379, 29387
94380, 32768
94381, 29390
94382, 32768
94383, 29397
94384, 32768
94385, 29420
94386, 32768
94387, 29445
94388, 32768
94389, 29472
94390, 32768
94391, 29501
94392, 32768
94393, 29534
94394, 32768
94395, 29569
94396, 32768
94397, 29601
94398, 32768
94399, 29634
94400, 32768
94401, 29667
94402, 32768
94403, 29699
94404, 32768
94405, 29719
94406, 32768
94407, 29741
94408, 32768
94409, 29758
94410, 32768
94411, 29763
94412, 32768
94413, 29761
94414, 32768
94415, 29756
94416, 32768
94417, 29746
94418, 32768
94419, 29735
94420, 32768
94421, 29721
94422, 32768
94423, 29705
94424, 32768
94425, 29692
94426, 32768
94427, 29674
94428, 32768
94429, 29660
94430, 32768
94431, 29653
94432, 32768
94433, 29643
94434, 32768
94435, 29637
94436, 32768
94437, 29634
94438, 32768
94439, 29634
94440, 32768
94441, 29627
94442, 32768
94443, 29627
94444, 32768
94445, 29632
94446, 32768
94447, 29633
94448, 32768
94449, 29642
94450, 32768
94451, 29647
94452, 32768
94453, 29654
94454, 32768
94455, 29664
94456, 32768
94457, 29664
94458, 32768
94459, 29662
94460, 32768
94461, 29663
94462, 32768
94463, 29655
94464, 32768
94465, 31363
94466, 32768
94467, 31375
94468, 32768
94469, 31381
94470, 32768
94471, 31395
94472, 32768
94473, 31397
94474, 32768
94475, 31392
94476, 32768
94477, 31393
94478, 32768
94479, 31386
94480, 32768
94481, 31385
94482, 32768
94483, 31382
94484, 32768
94485, 31378
94486, 32768
94487, 31375
94488, 32768
94489, 31379
94490, 32768
94491, 31384
94492, 32768
94493, 31391
94494, 32768
94495, 31399
94496, 32768
94497, 31410
94498, 32768
94499, 31428
94500, 32768
94501, 31452
94502, 32768
94503, 31482
94504, 32768
94505, 31512
94506, 32768
94507, 31548
94508, 32768
94509, 31584
94510, 32768
94511, 31599
94512, 32768
94513, 31626
94514, 32768
94515, 31655
94516, 32768
94517, 31676
94518, 32768
94519, 31707
94520, 32768
94521, 31728
94522, 32768
94523, 31750
94524, 32768
94525, 31773
94526, 32768
94527, 31789
94528, 32768
94529, 31811
94530, 32768
94531, 31842
94532, 32768
94533, 31870
94534, 32768
94535, 31899
94536, 32768
94537, 31937
94538, 32768
94539, 31962
94540, 32768
94541, 31986
94542, 32768
94543, 32017
94544, 32768
94545, 32049
94546, 32768
94547, 32092
94548, 32768
94549, 32137
94550, 32768
94551, 32178
94552, 32768
94553, 32226
94554, 32768
94555, 32275
94556, 32768
94557, 32322
94558, 32768
94559, 32372
94560, 32768
94561, 32429
94562, 32768
94563, 32483
94564, 32768
94565, 32540
94566, 32768
94567, 32582
94568, 32768
94569, 32620
94570, 32768
94571, 32659
94572, 32768
94573, 32691
94574, 32768
94575, 32725
94576, 32768
94577, 32764
94578, 32768
94579, 32806
94580, 32768
94581, 32848
94582, 32768
94583, 32891
94584, 32768
94585, 32925
94586, 32768
94587, 32966
94588, 32768
94589, 33009
94590, 32768
94591, 33055
94592, 32768
94593, 33114
94594, 32768
94595, 33164
94596, 32768
94597, 33204
94598, 32768
94599, 33253
94600, 32768
94601, 33288
94602, 32768
94603, 33326
94604, 32768
94605, 33365
94606, 32768
94607, 33402
94608, 32768
94609, 33438
94610, 32768
94611, 33468
94612, 32768
94613, 33491
94614, 32768
94615, 33516
94616, 32768
94617, 33539
94618, 32768
94619, 33556
94620, 32768
94621, 33569
94622, 32768
94623, 33580
94624, 32768
94625, 33594
94626, 32768
94627, 33599
94628, 32768
94629, 33610
94630, 32768
94631, 33621
94632, 32768
94633, 33629
94634, 32768
94635, 33642
94636, 32768
94637, 33656
94638, 32768
94639, 33665
94640, 32768
94641, 33680
94642, 32768
94643, 33699
94644, 32768
94645, 33721
94646, 32768
94647, 33747
94648, 32768
94649, 33777
94650, 32768
94651, 33797
94652, 32768
94653, 33820
94654, 32768
94655, 33846
94656, 32768
94657, 33869
94658, 32768
94659, 33899
94660, 32768
94661, 33927
94662, 32768
94663, 33963
94664, 32768
94665, 33999
94666, 32768
94667, 34022
94668, 32768
94669, 34050
94670, 32768
94671, 34075
94672, 32768
94673, 34094
94674, 32768
94675, 34108
94676, 32768
94677, 34124
94678, 32768
94679, 34140
94680, 32768
94681, 34159
94682, 32768
94683, 34176
94684, 32768
94685, 34197
94686, 32768
94687, 34220
94688, 32768
94689, 34259
94690, 32768
94691, 34295
94692, 32768
94693, 34324
94694, 32768
94695, 34360
94696, 32768
94697, 34398
94698, 32768
94699, 34430
94700, 32768
94701, 34467
94702, 32768
94703, 34497
94704, 32768
94705, 34517
94706, 32768
94707, 34543
94708, 32768
94709, 34559
94710, 32768
94711, 34565
94712, 32768
94713, 34572
94714, 32768
94715, 34587
94716, 32768
94717, 34586
94718, 32768
94719, 34587
94720, 32768
94721, 37808
94722, 32768
94723, 37700
94724, 32768
94725, 37588
94726, 32768
94727, 37462
94728, 32768
94729, 37325
94730, 32768
94731, 37178
94732, 32768
94733, 37023
94734, 32768
94735, 36866
94736, 32768
94737, 36691
94738, 32768
94739, 36509
94740, 32768
94741, 36328
94742, 32768
94743, 36153
94744, 32768
94745, 35986
94746, 32768
94747, 35817
94748, 32768
94749, 35667
94750, 32768
94751, 35522
94752, 32768
94753, 35385
94754, 32768
94755, 35262
94756, 32768
94757, 35140
94758, 32768
94759, 35027
94760, 32768
94761, 34930
94762, 32768
94763, 34836
94764, 32768
94765, 34740
94766, 32768
94767, 34644
94768, 32768
94769, 34548
94770, 32768
94771, 34455
94772, 32768
94773, 34353
94774, 32768
94775, 34258
94776, 32768
94777, 34169
94778, 32768
94779, 34084
94780, 32768
94781, 34015
94782, 32768
94783, 33944
94784, 32768
94785, 33875
94786, 32768
94787, 33814
94788, 32768
94789, 33766
94790, 32768
94791, 33727
94792, 32768
94793, 33698
94794, 32768
94795, 33676
94796, 32768
94797, 33652
94798, 32768
94799, 33637
94800, 32768
94801, 33624
94802, 32768
94803, 33622
94804, 32768
94805, 33622
94806, 32768
94807, 33622
94808, 32768
94809, 33628
94810, 32768
94811, 33634
94812, 32768
94813, 33640
94814, 32768
94815, 33640
94816, 32768
94817, 33635
94818, 32768
94819, 33634
94820, 32768
94821, 33631
94822, 32768
94823, 33620
94824, 32768
94825, 33618
94826, 32768
94827, 33616
94828, 32768
94829, 33615
94830, 32768
94831, 33617
94832, 32768
94833, 33633
94834, 32768
94835, 33654
94836, 32768
94837, 33685
94838, 32768
94839, 33731
94840, 32768
94841, 33780
94842, 32768
94843, 33836
94844, 32768
94845, 33902
94846, 32768
94847, 33979
94848, 32768
94849, 34062
94850, 32768
94851, 34144
94852, 32768
94853, 34231
94854, 32768
94855, 34320
94856, 32768
94857, 34411
94858, 32768
94859, 34501
94860, 32768
94861, 34577
94862, 32768
94863, 34647
94864, 32768
94865, 34720
94866, 32768
94867, 34784
94868, 32768
94869, 34842
94870, 32768
94871, 34906
94872, 32768
94873, 34966
94874, 32768
94875, 35028
94876, 32768
94877, 35096
94878, 32768
94879, 35168
94880, 32768
94881, 35247
94882, 32768
94883, 35330
94884, 32768
94885, 35413
94886, 32768
94887, 35509
94888, 32768
94889, 35604
94890, 32768
94891, 35690
94892, 32768
94893, 35787
94894, 32768
94895, 35886
94896, 32768
94897, 35976
94898, 32768
94899, 36063
94900, 32768
94901, 36146
94902, 32768
94903, 36220
94904, 32768
94905, 36286
94906, 32768
94907, 36340
94908, 32768
94909, 36383
94910, 32768
94911, 36420
94912, 32768
94913, 36451
94914, 32768
94915, 36485
94916, 32768
94917, 36508
94918, 32768
94919, 36517
94920, 32768
94921, 36525
94922, 32768
94923, 36538
94924, 32768
94925, 36550
94926, 32768
94927, 36559
94928, 32768
94929, 36573
94930, 32768
94931, 36597
94932, 32768
94933, 36622
94934, 32768
94935, 36646
94936, 32768
94937, 36676
94938, 32768
94939, 36706
94940, 32768
94941, 36722
94942, 32768
94943, 36732
94944, 32768
94945, 36738
94946, 32768
94947, 36724
94948, 32768
94949, 36701
94950, 32768
94951, 36673
94952, 32768
94953, 36626
94954, 32768
94955, 36560
94956, 32768
94957, 36483
94958, 32768
94959, 36402
94960, 32768
94961, 36315
94962, 32768
94963, 36219
94964, 32768
94965, 36125
94966, 32768
94967, 36029
94968, 32768
94969, 35935
94970, 32768
94971, 35846
94972, 32768
94973, 35765
94974, 32768
94975, 35692
94976, 32768
94977, 29044
94978, 32768
94979, 29040
94980, 32768
94981, 29042
94982, 32768
94983, 29067
94984, 32768
94985, 29097
94986, 32768
94987, 29131
94988, 32768
94989, 29179
94990, 32768
94991, 29230
94992, 32768
94993, 29290
94994, 32768
94995, 29338
94996, 32768
94997, 29385
94998, 32768
94999, 29424
95000, 32768
95001, 29440
95002, 32768
95003, 29451
95004, 32768
95005, 29454
95006, 32768
95007, 29443
95008, 32768
95009, 29421
95010, 32768
95011, 29395
95012, 32768
95013, 29366
95014, 32768
95015, 29340
95016, 32768
95017, 29317
95018, 32768
95019, 29297
95020, 32768
95021, 29289
95022, 32768
95023, 29296
95024, 32768
95025, 29312
95026, 32768
95027, 29341
95028, 32768
95029, 29387
95030, 32768
95031, 29436
95032, 32768
95033, 29492
95034, 32768
95035, 29558
95036, 32768
95037, 29633
95038, 32768
95039, 29697
95040, 32768
95041, 29756
95042, 32768
95043, 29814
95044, 32768
95045, 29852
95046, 32768
95047, 29876
95048, 32768
95049, 29896
95050, 32768
95051, 29901
95052, 32768
95053, 29894
95054, 32768
95055, 29883
95056, 32768
95057, 29868
95058, 32768
95059, 29844
95060, 32768
95061, 29819
95062, 32768
95063, 29799
95064, 32768
95065, 29778
95066, 32768
95067, 29765
95068, 32768
95069, 29768
95070, 32768
95071, 29774
95072, 32768
95073, 29797
95074, 32768
95075, 29826
95076, 32768
95077, 29864
95078, 32768
95079, 29910
95080, 32768
95081, 29956
95082, 32768
95083, 30006
95084, 32768
95085, 30054
95086, 32768
95087, 30102
95088, 32768
95089, 30136
95090, 32768
95091, 30159
95092, 32768
95093, 30172
95094, 32768
95095, 30169
95096, 32768
95097, 30154
95098, 32768
95099, 30130
95100, 32768
95101, 30099
95102, 32768
95103, 30058
95104, 32768
95105, 30012
95106, 32768
95107, 29968
95108, 32768
95109, 29926
95110, 32768
95111, 29897
95112, 32768
95113, 29871
95114, 32768
95115, 29859
95116, 32768
95117, 29862
95118, 32768
95119, 29871
95120, 32768
95121, 29890
95122, 32768
95123, 29922
95124, 32768
95125, 29961
95126, 32768
95127, 29998
95128, 32768
95129, 30038
95130, 32768
95131, 30076
95132, 32768
95133, 30109
95134, 32768
95135, 30133
95136, 32768
95137, 30146
95138, 32768
95139, 30148
95140, 32768
95141, 30133
95142, 32768
95143, 30108
95144, 32768
95145, 30074
95146, 32768
95147, 30024
95148, 32768
95149, 29971
95150, 32768
95151, 29915
95152, 32768
95153, 29869
95154, 32768
95155, 29820
95156, 32768
95157, 29776
95158, 32768
95159, 29750
95160, 32768
95161, 29734
95162, 32768
95163, 29740
95164, 32768
95165, 29753
95166, 32768
95167, 29775
95168, 32768
95169, 29809
95170, 32768
95171, 29843
95172, 32768
95173, 29880
95174, 32768
95175, 29928
95176, 32768
95177, 29971
95178, 32768
95179, 29999
95180, 32768
95181, 30019
95182, 32768
95183, 30024
95184, 32768
95185, 30008
95186, 32768
95187, 29984
95188, 32768
95189, 29948
95190, 32768
95191, 29907
95192, 32768
95193, 29863
95194, 32768
95195, 29810
95196, 32768
95197, 29756
95198, 32768
95199, 29706
95200, 32768
95201, 29664
95202, 32768
95203, 29631
95204, 32768
95205, 29617
95206, 32768
95207, 29620
95208, 32768
95209, 29633
95210, 32768
95211, 29661
95212, 32768
95213, 29697
95214, 32768
95215, 29736
95216, 32768
95217, 29781
95218, 32768
95219, 29822
95220, 32768
95221, 29863
95222, 32768
95223, 29899
95224, 32768
95225, 29925
95226, 32768
95227, 29944
95228, 32768
95229, 29945
95230, 32768
95231, 29926
95232, 32768
95233, 31991
95234, 32768
95235, 31977
95236, 32768
95237, 31949
95238, 32768
95239, 31897
95240, 32768
95241, 31838
95242, 32768
95243, 31775
95244, 32768
95245, 31709
95246, 32768
95247, 31646
95248, 32768
95249, 31582
95250, 32768
95251, 31532
95252, 32768
95253, 31493
95254, 32768
95255, 31466
95256, 32768
95257, 31463
95258, 32768
95259, 31481
95260, 32768
95261, 31501
95262, 32768
95263, 31538
95264, 32768
95265, 31587
95266, 32768
95267, 31632
95268, 32768
95269, 31678
95270, 32768
95271, 31724
95272, 32768
95273, 31761
95274, 32768
95275, 31790
95276, 32768
95277, 31805
95278, 32768
95279, 31800
95280, 32768
95281, 31774
95282, 32768
95283, 31739
95284, 32768
95285, 31693
95286, 32768
95287, 31638
95288, 32768
95289, 31578
95290, 32768
95291, 31515
95292, 32768
95293, 31456
95294, 32768
95295, 31396
95296, 32768
95297, 31352
95298, 32768
95299, 31320
95300, 32768
95301, 31309
95302, 32768
95303, 31314
95304, 32768
95305, 31336
95306, 32768
95307, 31365
95308, 32768
95309, 31417
95310, 32768
95311, 31472
95312, 32768
95313, 31528
95314, 32768
95315, 31592
95316, 32768
95317, 31648
95318, 32768
95319, 31694
95320, 32768
95321, 31724
95322, 32768
95323, 31739
95324, 32768
95325, 31736
95326, 32768
95327, 31718
95328, 32768
95329, 31680
95330, 32768
95331, 31632
95332, 32768
95333, 31581
95334, 32768
95335, 31529
95336, 32768
95337, 31466
95338, 32768
95339, 31402
95340, 32768
95341, 31360
95342, 32768
95343, 31324
95344, 32768
95345, 31300
95346, 32768
95347, 31299
95348, 32768
95349, 31314
95350, 32768
95351, 31336
95352, 32768
95353, 31379
95354, 32768
95355, 31436
95356, 32768
95357, 31489
95358, 32768
95359, 31545
95360, 32768
95361, 31600
95362, 32768
95363, 31647
95364, 32768
95365, 31678
95366, 32768
95367, 31696
95368, 32768
95369, 31694
95370, 32768
95371, 31674
95372, 32768
95373, 31633
95374, 32768
95375, 31578
95376, 32768
95377, 31518
95378, 32768
95379, 31443
95380, 32768
95381, 31366
95382, 32768
95383, 31291
95384, 32768
95385, 31222
95386, 32768
95387, 31162
95388, 32768
95389, 31116
95390, 32768
95391, 31085
95392, 32768
95393, 31069
95394, 32768
95395, 31069
95396, 32768
95397, 31083
95398, 32768
95399, 31108
95400, 32768
95401, 31144
95402, 32768
95403, 31178
95404, 32768
95405, 31217
95406, 32768
95407, 31249
95408, 32768
95409, 31271
95410, 32768
95411, 31280
95412, 32768
95413, 31276
95414, 32768
95415, 31260
95416, 32768
95417, 31226
95418, 32768
95419, 31183
95420, 32768
95421, 31130
95422, 32768
95423, 31064
95424, 32768
95425, 30995
95426, 32768
95427, 30931
95428, 32768
95429, 30872
95430, 32768
95431, 30826
95432, 32768
95433, 30800
95434, 32768
95435, 30783
95436, 32768
95437, 30782
95438, 32768
95439, 30807
95440, 32768
95441, 30843
95442, 32768
95443, 30896
95444, 32768
95445, 30966
95446, 32768
95447, 31039
95448, 32768
95449, 31116
95450, 32768
95451, 31188
95452, 32768
95453, 31253
95454, 32768
95455, 31303
95456, 32768
95457, 31342
95458, 32768
95459, 31371
95460, 32768
95461, 31379
95462, 32768
95463, 31372
95464, 32768
95465, 31351
95466, 32768
95467, 31316
95468, 32768
95469, 31275
95470, 32768
95471, 31227
95472, 32768
95473, 31178
95474, 32768
95475, 31140
95476, 32768
95477, 31104
95478, 32768
95479, 31083
95480, 32768
95481, 31072
95482, 32768
95483, 31078
95484, 32768
95485, 31103
95486, 32768
95487, 31143
95488, 32768
95489, 29860
95490, 32768
95491, 29909
95492, 32768
95493, 29963
95494, 32768
95495, 30019
95496, 32768
95497, 30076
95498, 32768
95499, 30128
95500, 32768
95501, 30162
95502, 32768
95503, 30174
95504, 32768
95505, 30188
95506, 32768
95507, 30187
95508, 32768
95509, 30156
95510, 32768
95511, 30118
95512, 32768
95513, 30071
95514, 32768
95515, 30001
95516, 32768
95517, 29934
95518, 32768
95519, 29871
95520, 32768
95521, 29802
95522, 32768
95523, 29747
95524, 32768
95525, 29703
95526, 32768
95527, 29681
95528, 32768
95529, 29676
95530, 32768
95531, 29678
95532, 32768
95533, 29700
95534, 32768
95535, 29738
95536, 32768
95537, 29786
95538, 32768
95539, 29838
95540, 32768
95541, 29896
95542, 32768
95543, 29958
95544, 32768
95545, 30011
95546, 32768
95547, 30046
95548, 32768
95549, 30064
95550, 32768
95551, 30065
95552, 32768
95553, 30044
95554, 32768
95555, 30012
95556, 32768
95557, 29965
95558, 32768
95559, 29903
95560, 32768
95561, 29837
95562, 32768
95563, 29763
95564, 32768
95565, 29695
95566, 32768
95567, 29632
95568, 32768
95569, 29577
95570, 32768
95571, 29537
95572, 32768
95573, 29520
95574, 32768
95575, 29516
95576, 32768
95577, 29533
95578, 32768
95579, 29562
95580, 32768
95581, 29600
95582, 32768
95583, 29648
95584, 32768
95585, 29700
95586, 32768
95587, 29749
95588, 32768
95589, 29796
95590, 32768
95591, 29838
95592, 32768
95593, 29864
95594, 32768
95595, 29882
95596, 32768
95597, 29873
95598, 32768
95599, 29844
95600, 32768
95601, 29800
95602, 32768
95603, 29747
95604, 32768
95605, 29678
95606, 32768
95607, 29595
95608, 32768
95609, 29524
95610, 32768
95611, 29457
95612, 32768
95613, 29392
95614, 32768
95615, 29341
95616, 32768
95617, 29317
95618, 32768
95619, 29307
95620, 32768
95621, 29313
95622, 32768
95623, 29339
95624, 32768
95625, 29378
95626, 32768
95627, 29425
95628, 32768
95629, 29491
95630, 32768
95631, 29558
95632, 32768
95633, 29618
95634, 32768
95635, 29672
95636, 32768
95637, 29722
95638, 32768
95639, 29759
95640, 32768
95641, 29777
95642, 32768
95643, 29772
95644, 32768
95645, 29758
95646, 32768
95647, 29727
95648, 32768
95649, 29683
95650, 32768
95651, 29631
95652, 32768
95653, 29573
95654, 32768
95655, 29515
95656, 32768
95657, 29461
95658, 32768
95659, 29425
95660, 32768
95661, 29396
95662, 32768
95663, 29390
95664, 32768
95665, 29406
95666, 32768
95667, 29438
95668, 32768
95669, 29483
95670, 32768
95671, 29546
95672, 32768
95673, 29623
95674, 32768
95675, 29704
95676, 32768
95677, 29784
95678, 32768
95679, 29861
95680, 32768
95681, 29928
95682, 32768
95683, 29982
95684, 32768
95685, 30016
95686, 32768
95687, 30031
95688, 32768
95689, 30033
95690, 32768
95691, 30012
95692, 32768
95693, 29978
95694, 32768
95695, 29932
95696, 32768
95697, 29880
95698, 32768
95699, 29827
95700, 32768
95701, 29779
95702, 32768
95703, 29737
95704, 32768
95705, 29706
95706, 32768
95707, 29688
95708, 32768
95709, 29684
95710, 32768
95711, 29703
95712, 32768
95713, 29737
95714, 32768
95715, 29784
95716, 32768
95717, 29846
95718, 32768
95719, 29917
95720, 32768
95721, 29994
95722, 32768
95723, 30072
95724, 32768
95725, 30144
95726, 32768
95727, 30208
95728, 32768
95729, 30254
95730, 32768
95731, 30283
95732, 32768
95733, 30290
95734, 32768
95735, 30274
95736, 32768
95737, 30241
95738, 32768
95739, 30197
95740, 32768
95741, 30143
95742, 32768
95743, 30084
95744, 32768
95745, 32029
95746, 32768
95747, 31961
95748, 32768
95749, 31903
95750, 32768
95751, 31866
95752, 32768
95753, 31844
95754, 32768
95755, 31849
95756, 32768
95757, 31876
95758, 32768
95759, 31918
95760, 32768
95761, 31977
95762, 32768
95763, 32046
95764, 32768
95765, 32126
95766, 32768
95767, 32210
95768, 32768
95769, 32281
95770, 32768
95771, 32339
95772, 32768
95773, 32394
95774, 32768
95775, 32432
95776, 32768
95777, 32433
95778, 32768
95779, 32413
95780, 32768
95781, 32377
95782, 32768
95783, 32321
95784, 32768
95785, 32249
95786, 32768
95787, 32167
95788, 32768
95789, 32084
95790, 32768
95791, 32009
95792, 32768
95793, 31940
95794, 32768
95795, 31888
95796, 32768
95797, 31852
95798, 32768
95799, 31836
95800, 32768
95801, 31845
95802, 32768
95803, 31881
95804, 32768
95805, 31938
95806, 32768
95807, 32003
95808, 32768
95809, 32079
95810, 32768
95811, 32161
95812, 32768
95813, 32237
95814, 32768
95815, 32310
95816, 32768
95817, 32367
95818, 32768
95819, 32400
95820, 32768
95821, 32408
95822, 32768
95823, 32396
95824, 32768
95825, 32364
95826, 32768
95827, 32311
95828, 32768
95829, 32245
95830, 32768
95831, 32170
95832, 32768
95833, 32083
95834, 32768
95835, 32000
95836, 32768
95837, 31926
95838, 32768
95839, 31863
95840, 32768
95841, 31820
95842, 32768
95843, 31792
95844, 32768
95845, 31784
95846, 32768
95847, 31804
95848, 32768
95849, 31843
95850, 32768
95851, 31900
95852, 32768
95853, 31963
95854, 32768
95855, 32034
95856, 32768
95857, 32115
95858, 32768
95859, 32176
95860, 32768
95861, 32223
95862, 32768
95863, 32259
95864, 32768
95865, 32272
95866, 32768
95867, 32267
95868, 32768
95869, 32236
95870, 32768
95871, 32189
95872, 32768
95873, 32125
95874, 32768
95875, 32045
95876, 32768
95877, 31956
95878, 32768
95879, 31866
95880, 32768
95881, 31781
95882, 32768
95883, 31704
95884, 32768
95885, 31651
95886, 32768
95887, 31618
95888, 32768
95889, 31596
95890, 32768
95891, 31603
95892, 32768
95893, 31633
95894, 32768
95895, 31682
95896, 32768
95897, 31752
95898, 32768
95899, 31825
95900, 32768
95901, 31897
95902, 32768
95903, 31967
95904, 32768
95905, 32027
95906, 32768
95907, 32073
95908, 32768
95909, 32096
95910, 32768
95911, 32099
95912, 32768
95913, 32081
95914, 32768
95915, 32044
95916, 32768
95917, 31985
95918, 32768
95919, 31902
95920, 32768
95921, 31813
95922, 32768
95923, 31720
95924, 32768
95925, 31626
95926, 32768
95927, 31545
95928, 32768
95929, 31482
95930, 32768
95931, 31441
95932, 32768
95933, 31421
95934, 32768
95935, 31424
95936, 32768
95937, 31451
95938, 32768
95939, 31493
95940, 32768
95941, 31556
95942, 32768
95943, 31629
95944, 32768
95945, 31706
95946, 32768
95947, 31781
95948, 32768
95949, 31849
95950, 32768
95951, 31907
95952, 32768
95953, 31929
95954, 32768
95955, 31933
95956, 32768
95957, 31923
95958, 32768
95959, 31887
95960, 32768
95961, 31831
95962, 32768
95963, 31768
95964, 32768
95965, 31688
95966, 32768
95967, 31604
95968, 32768
95969, 31527
95970, 32768
95971, 31454
95972, 32768
95973, 31389
95974, 32768
95975, 31345
95976, 32768
95977, 31318
95978, 32768
95979, 31303
95980, 32768
95981, 31324
95982, 32768
95983, 31359
95984, 32768
95985, 31409
95986, 32768
95987, 31472
95988, 32768
95989, 31548
95990, 32768
95991, 31622
95992, 32768
95993, 31688
95994, 32768
95995, 31745
95996, 32768
95997, 31785
95998, 32768
95999, 31813
96000, 32768
96001, 34127
96002, 32768
96003, 34113
96004, 32768
96005, 34083
96006, 32768
96007, 34035
96008, 32768
96009, 33960
96010, 32768
96011, 33871
96012, 32768
96013, 33789
96014, 32768
96015, 33707
96016, 32768
96017, 33623
96018, 32768
96019, 33568
96020, 32768
96021, 33533
96022, 32768
96023, 33514
96024, 32768
96025, 33524
96026, 32768
96027, 33556
96028, 32768
96029, 33602
96030, 32768
96031, 33659
96032, 32768
96033, 33729
96034, 32768
96035, 33799
96036, 32768
96037, 33867
96038, 32768
96039, 33927
96040, 32768
96041, 33972
96042, 32768
96043, 33995
96044, 32768
96045, 33993
96046, 32768
96047, 33967
96048, 32768
96049, 33916
96050, 32768
96051, 33847
96052, 32768
